Title,Text,Section
ICC pitch consultant raises concerns about switching of pitch that might favour India if they reach ODI World Cup final,"ICC pitch consultant Andy Atkinson has raised questions whether the pitch for the final of the ICC World Cup to be played at the Narendra Modi Stadium in Ahmedabad on November 19 will be prepared ‘without favouritism’.

The Daily Mail reported that Atkinson had flown to Ahmedabad last Friday to check on preparations for the final after being unsatisfied with the pitch changes being made to reportedly favour India, the home team.

The Indian Express reported on Tuesday that the Indian team management asked BCCI curators to shave off most of the grass on the Wankhede Stadium playing surface for their semifinal clash against New Zealand.

Advertisement

The management wanted a slow surface that will assist India’s world-class spinners.

India has performed well on slow tracks at home over the past few years. Before the World Cup, the team management had requested for their matches to be held on slow pitches.

Pitches at ICC events are prepared under the supervision of Atkinson, who agrees in advance with the home board which of the numbered strips on the square will be used for each game.

The Daily Mail report however says that the Ahmedebad Stadium has played three of the four group games on different surfaces from those on the schedule. And Atkinson fears the same could happen if India reach the final on Sunday.

Advertisement

Atkinson’s recommendation was that the final should be played on pitch No 5, which has been used only once, though he learned last week that pitch No 6 – which has been used twice – could get the nod to bring India’s spinners into play.

In his email, Atkinson warns: “As a result of these actions, one must speculate if this will be the first ever ICC CWC (cricket World Cup) final to have a pitch which has been specifically chosen and prepared to their stipulation at the request of the team management and/or the hierarchy of the home nation board.”

He added: “Or will it be selected or prepared without favouritism for either of the sides competing in the match in the usual manner, and unquestionably because it is the usual pitch for the occasion?”",Sports
"India vs New Zealand Highlights, World Cup 2023 Semi-Final: Mohammed Shami claims seven wickets, India reach World Cup final","India vs New Zealand Semi-Final Live Score: Virat Kohli during the innings break

I said in Kolkata, the great man (Sachin Tendulkar) just congratulated me. All this feels like a dream, too good to be true. Feels surreal for me. Again a big game today, I had to play the role I have played throughout the tournament so that the guys around me can go and express themselves. Just glad everything came together so nicely and we put up a great total on the board as well. (On how he gets the consistency going) Most important thing is to make my team win and whatever it takes to do that I am ready to do that. Whether running singles and doubles, hitting boundaries... whatever the team wants me to do. I have been given a role this tournament and I have been trying to play that to the best of my abilities - try to dig deep and bat long so the guys around me can play around me and have that confidence in the later overs where I can dominate with the bat as well.

(On his celebration after reaching the hundred) As I said stuff of dreams. Anushka was sitting right there, Sachin paaji was here too. Difficult to explain this. If I could paint a perfect picture I would want this to be the picture. My life partner, the person I love the most is sitting there, my hero is sitting there and I was able to get the 50th (ODI hundred) in front of all of them and all these stands in Wankhede as well, such a history venue so it was amazing. (Assessing the team's innings) In a big game you are happy with anything over 330-340. To get close to 400 is amazing. Lot of credit has to go to Shreyas the way he came and batted freely.. Shubman and Rohit at the top, KL finishing with the flurry... I think everyone did their roles to perfection and did the job beautifully for the team. A perfect batting performance but just one half of the game is done. Still got to go out there and be professional with the ball and do the things we have done in the tournament so far.",Sports
‘Don’t even go there… want to ask Sachin where he played that shot’: Ravi Shastri on Tendulkar statue that looks like Steve Smith,"Ahead of India’s clash against Sri Lanka at the Wankhede Stadium earlier this month, Sachin Tendulkar’s statue was unveiled at the Mumbai stadium as a tribute to his illustrious career. However, some fans observed on social media that the statue resembled Australian cricketer Steven Smith more than Tendulkar. This also led to many memes on social media.

On a recent episode of Club Prairie Fire podcast, former England cricketer Michael Vaughan cheekily asked Ravi Shastri what Tendulkar would think of his Steve Smith lookalike statue.

Follow all the action from the Cricket World Cup 2023 on our special World Cup section. You can also find the latest stats, like the top scorer and the highest wicket-taker of the current edition, upcoming World Cup fixtures and the points table on the site.

Advertisement

“Don’t even go there! I have not even met him. So I have not asked him. I’d like to pick his brain on what he thinks (about it). Where did he play that shot?

“I will know from his face whether he is happy with that statue or he is not because it won’t be long to know,” he added.

40-over games in ODI

As the World Cup has chugged along, there has been plenty of debate about the future of the 50-over format. The former India coach weighed in, suggesting that the format should be reduced to 40 overs. “I think changes have to be made. When we won the World Cup in 83 it was a 60-over game it changed to 50 overs. You have to evolve with time, you have to see the attention span of the spectator. It is diminishing. I think the way forward would be a 40-over game.”

Shastri also highlighted viewer behaviour of those who visit the grounds to watch their team play, saying they are interested in just certain phases of the format.

Advertisement

Empty seats at the Australia vs South Africa game in Lucknow, India [File: Adnan Abidi/Reuters] Empty seats at the Australia vs South Africa game in Lucknow, India [File: Adnan Abidi/Reuters]

“I see it with the crowds. They wait to see what has happened at the toss. If their favourite team is batting they rush to the ground they will watch the game they will watch 10 overs or 15 overs of powerplay of the second innings and they are off. They are off to see the game somewhere else. It’s the other way around if it’s too hot or India is batting second. Fans are going to reach the ground at 5 o’clock to see the last 10 or 12 overs of the first innings and then they want to see my team bat.

“It is the attention span which is changing amongst youngsters. They don’t have time to watch cricket for eight hours especially since you have everything on your phone these days. They choose the right time to go,” he added.

The ongoing World Cup has suffered from poor crowds at times in stadiums and a lack of close games which has brought the format’s future further under scrutiny.",Sports
"England vs Pakistan Highlights, World Cup 2023: ENG defeat PAK by 93 runs, secure Champions Trophy qualification","Pakistan captain Babar Azam during a practice session ahead of the match against Bangladesh at Eden Gardens in Kolkata last month. Express photo by Partha Paul.

Babar Azam defends captaincy: ‘I am under no pressure, I’ve been doing this for the last two-three years’

The festival season drags on in the City of Joy. The first time Pakistan landed here, Kolkata was hungover from the Durga Puja. Two weeks later, as they return for one last time in the World Cup. Diwali and Kali Puja are ushering in. But the mood in their camp, though, would be far from festive, as their semifinal hopes are as bleak as reaching on time for a function in the city during the festival time, as you would be bumping into one block after the other.

Similarly, Pakistan have most avenues to the semifinals reaching dead-ends. All but the dreamers and romantics would still nurse hopes of them reaching the last four, in which case they would encounter India in a dream knockout match. To achieve that, though, they need to beat England by 287 runs if they bat first or with 284 balls to spare if they are chasing. Pakistan captain Babar Azam semi-seriously said: “I think there is one match left. You never know. It is cricket.” He turned a bit philosophical too: “There should be hope at all times. At any stage, at any work you do, you should have positive hope and I firmly believe in that.” (READ MORE)",Sports
"Australia vs Bangladesh Highlights, World Cup 2023: Mitchell Marsh and Steven Smith take AUS to a win by 8 wickets","AUS vs BAN World Cup 2023 Highlights: Australia’s Mitchell Marsh celebrates his century during the ICC Men's Cricket World Cup 2023 match between Australia and Bangladesh, at Maharashtra Cricket Association Stadium, in Pune, Saturday, Nov. 11, 2023. (PTI)

Australia vs Bangladesh Highlights, Cricket World Cup 2023: Mitchell Marsh and Steven Smith have taken Australia to a clinical eight-wicket victory in the final group game of the sides. It has been clean striking of a cricket ball from Marsh and sensible batting from the other end by Smith which did the trick. This chase will give them huge confidence going into the semifinal against Australia at the Eden Gardens.

Earlier Towid Hridoy’s 74 has taken Bangladesh to a decent total on the surface which is looking excellent for batting the Australian bowlers though have started poorly have pulled back things nicely as the innings progressed. Adam Zampa’s spin and brilliance in the field helped the Aussies restrict Bangladesh",Sports
"‘Learn from India, create a bigger pool of players’: Shoaib Malik’s advice PCB after Pakistan fail to qualify for the semifinals","Former Pakistan captain Shoaib Malik has suggested the Pakistan Cricket Board (PCB) should take a cue from the Indian cricket and make a bigger pool in every format.

“In this World Cup, India were covered from all the aspects. I am not talking about only three departments — bowling, batting and fielding,” Malik said on A Sports.

Follow all the action from the Cricket World Cup 2023 on our special World Cup section. You can also find the latest stats, like the top scorer and the highest wicket-taker of the current edition, upcoming World Cup fixtures and the points table on the site.

Advertisement

“They have suffered injuries as well but they kept their plan B ready. Moving forward, having a pool of players is going to be most important. Pool of players in every format and they should get equal chance so that when the opportunity comes, they are ready.

“We do go in the rebuilding process, but we don’t stick to our own decisions. We don’t work consistently on our decisions,” he added.

Malik’s co-panelist and former teammate, Misbah suggested the inability to take constructive criticism when team is doing well has cost them badly.

“After winning every series and food performances, we are not ready to hear anything about improvement. I am not only talking about the players, it is overall,” said Misbah.

Advertisement

You can try your hand at solving our Cricket World Cup crossword

“When Team is winning, doing well then why are you pointing out. You need consistent improvement, even if you are winning.

“We should point out the areas, where we can work. Playing against good teams, in good tournaments can give you a better picture. Those who will talk about it, the entire system will be against you,” he said.

Advertisement

Misbah also lamented Pakistan spinners, who were exposed once the pacers were gone for runs.

“When your pacers were doing well, they covered the weakness of our spinners. As a team management, you do keep an eye on things that are not working, where we need improvement.

“You can’t close your eyes on those areas. In the pressure situation against big teams those things will haunt you. Then again NRR things will come up,” said Misbah.

Wasim Akram and Moin Khan said the Pakistan players looked fatigues.

“There were lack of planning and poor fitness,” said Moin.

Advertisement

“There is no quick fix. The problem is we will forget about it the moment World Cup is over,” said Wasim.",Sports
Sourav Ganguly’s tribute to Virender Sehwag: ‘You changed dynamics of batting at top in Tests’,"Former India captain Sourav Ganguly has showered praise on Virender Sehwag, who has been included in the ICC Hall of Fame.

“You changed the dynamics of batting at the top in Test cricket. Your talent was special. You scored runs at such a fast pace, you were just exceptionally good, and you are probably the best opening batsman after Sunil Gavaskar,” Ganguly wrote in his letter to Sehwag.

Ganguly recalls how he first heard about Sehwag and what was his specialty that made him different from the others.

Advertisement

“I remember there was a lot of talk when you first played first-class cricket around how good you were, how hard you hit the ball and how you cleared the boundary ropes.

Follow all the action from the Cricket World Cup 2023 on our special World Cup section. You can also find the latest stats, like the top scorer and the highest wicket-taker of the current edition, upcoming World Cup fixtures and the points table on the site.

“That is how I first heard of you. The India selectors kept updating us that you were very good, and you came into the international set-up early on,” said Ganguly.

The former India captain also revealed why the Delhi batsman was bit tentative when he asked him to open for the first time in a Test match at Lord’s in 2002.

Advertisement

“I remember when I told you that you should try opening, you were unsure because you had never done it,” said Ganguly.

“I believe no-one is born to bat in any particular position and that you could do it because of the talent you possessed.

“You were initially tentative but once you got going for the first time in a Test match at Lord’s in 2002, you got an 80 in no time. From there, your confidence continued to grow.”

Advertisement

Ganguly admitted Sehwag was a better Test batter and explained: “You enjoyed playing all the different formats and while you were good at one-day cricket, I think you were even better in Tests.

“You could do it in all conditions and your triple hundred in Multan remains one of my favourite innings. You hit a six to get to 200 and then did the same to get to 300 – and you had told us you were going to do it too!

“Having you opening the batting made life easy for the batters that came after you.”",Sports
Glenn Maxwell says teammates said he looked like ‘salmon on ground shaking’ during match-winning double-century,"Glenn Maxwell produced one of the most astonishing Cricket World Cup innings by smashing 201 not out off 128 balls on Tuesday to lead Australia past Afghanistan with 19 deliveries to spare and into the semifinals.

Maxwell finished his highest ODI knock, unable to run between the wickets because of cramps, just slashing the ball over the boundary without moving his legs as Australia chased down its target of 292. He hit 21 fours as well as 10 sixes, the last coming off the final ball of the match.

The allrounder came to the rescue after Australia slumped to 91-7 in reply to Afghanistan’s 291-5.

Advertisement

In a recent interaction with Fox Cricket, the Aussies star recalled a few hilarious mid-pitch conversations with skipper Pat Cummins and revealed how it helped him battle through the grind.

“There’s plenty of banter being thrown around in the changeroom. Pat sort of walked in and thrown his helmet on the ground and gone, ‘Can’t believe it. My strike rate’s cooked. Unbelievable. Jesus. I shouldn’t have knocked back all those singles,” Maxwell said.

Pat Cummins finished on an unbeaten 12 runs off 68 balls.

“Obviously we’re all getting taken the mickey out of. I’m getting taken the mickey out of for not being able to run properly, like a salmon on the ground shaking. It was just such a great feeling in the changeroom. It reminded me of the T20 World Cup in 2021, the same sort of feeling — energetic, electric, exciting and everyone felt like they were heading towards the same end goal. Who knows, it could be the same here,” Maxwell added.

On the upcoming clash against the Proteas in the semis, he said that the team is confident about their abilities. “It’s pretty exciting for our group to have that belief. We’ve got four different century makers in our line-up (Maxwell, David Warner, Travis Head, Mitch Marsh). Guys who you feel are primed, ready to go, on the cusp of doing something special. I just can’t see a better lead in for us. Hopefully we’re in a positive frame of mind to take them down,” explained Maxwell.",Sports
ICC suspends Sri Lanka Cricket’s membership with immediate effect due to ‘government interference’,"Sri Lankan cricket fans during the Cricket World Cup match between Sri Lanka and Bangladesh at the Arun Jaitley Stadium in New Delhi. (PTI Photo)

Sri Lanka Cricket’s membership of the International Cricket Council (ICC) has been suspended by the ICC Board with immediate effect, the global governing body of the sport announced on Friday evening.

In a short press release the ICC said: “The ICC Board met today and determined that Sri Lanka Cricket is in serious breach of its obligations as a Member, in particular, the requirement to manage its affairs autonomously and ensure that there is no government interference in the governance, regulation and/or administration of cricket in Sri Lanka.",Sports
"South Africa vs Afghanistan Highlights, World Cup 2023: Rassie van der Dussen anchors chase to help SA win by 5 wickets","South Africa vs Afghanistan Live Score: Rashid Khan speaks

""Definitely. That game was hard to take for us. It was heart breaking. We dominated but credit to Maxwell for taking the game away from us. The conversation was to focus on the positives and take those things into the game against South Africa. We have to focus on the positives. Played a lot earlier in IPL. Good batting wicket and there is help for the bowlers. We should think about our skills and adjust to the conditions soon as possible. We need to do that whether in Chennai, Delhi, Lucknow and Pune. You can only share the records. You have to adjust and see how it goes. Lots of positive for us. 3-4 guys scoring runs and scoring big 100s. The batting department has set up and the top 5 is contributing for us and taking it deep. The ideal thing has been them finishing the game quite well. Positive things from the World Cup we have got. Those two points were massive for us. Thank you so much.""",Sports
